col_0,col_1,text_lower,text_contacts_masked,text_numbers,text_stripped,text_whitespace,text_stopwords_removed,text_clean
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.","hey there babe, how u doin? wot u up 2 2nite love annie x.","HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.","HEY THERE BABE, HOW U DOIN? WOT U UP <NUM> 2NITE LOVE ANNIE X.","HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X","HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.","HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.","hey there babe, how u doin? wot u up <NUM> 2nite love annie x"
ham,Remind me how to get there and I shall do so,remind me how to get there and i shall do so,Remind me how to get there and I shall do so,Remind me how to get there and I shall do so,Remind me how to get there and I shall do so,Remind me how to get there and I shall do so,Remind me how get there I shall do so,remind me how to get there and i shall do so
ham,:-( that's not v romantic!,:-( that's not v romantic!,:-( that's not v romantic!,:-( that's not v romantic!, that's not v romantic,:-( that's not v romantic!,:-( that's not v romantic!, that's not v romantic
ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,hello. damn this christmas thing. i think i have decided to keep this mp3 that doesnt work.,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,Hello. Damn this christmas thing. I think i have decided keep this mp3 doesnt work.,hello. damn this christmas thing. i think i have decided to keep this mp3 that doesnt work
spam,You have 1 new message. Please call 08718738034.,you have 1 new message. please call 08718738034.,You have 1 new message. Please call 08718738034.,You have <NUM> new message. Please call <NUM>.,You have 1 new message. Please call 08718738034,You have 1 new message. Please call 08718738034.,You have 1 new message. Please call 08718738034.,you have <NUM> new message. please call <NUM>
ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,hi darlin im missin u hope you are having a good time. when are u back and what time if u can give me a call at home. jess xx,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,hi darlin im missin u hope you are having a good time. when are u back and what time if u can give me a call at home. jess xx
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,<forwarded from 21870000>hi - this is your mailbox messaging sms alert. you have 4 messages. you have 21 matches. please call back on 09056242159 to retrieve your messages and matches,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,<Forwarded from <NUM>>Hi - this is your Mailbox Messaging SMS alert. You have <NUM> messages. You have <NUM> matches. Please call back on <NUM> to retrieve your messages and matches,<Forwarded from 21870000>Hi this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,<Forwarded 21870000>Hi - this your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back 09056242159 retrieve your messages matches,<forwarded from <NUM>>hi this is your mailbox messaging sms alert. you have <NUM> messages. you have <NUM> matches. please call back on <NUM> to retrieve your messages and matches
ham,Draw va?i dont think so:),draw va?i dont think so:),Draw va?i dont think so:),Draw va?i dont think so:),Draw va?i dont think so,Draw va?i dont think so:),Draw va?i dont think so:),draw va?i dont think so
ham,Dont pick up d call when something important is There to tell. Hrishi,dont pick up d call when something important is there to tell. hrishi,Dont pick up d call when something important is There to tell. Hrishi,Dont pick up d call when something important is There to tell. Hrishi,Dont pick up d call when something important is There to tell. Hrishi,Dont pick up d call when something important is There to tell. Hrishi,Dont pick up d call when something important There tell. Hrishi,dont pick up d call when something important is there to tell. hrishi
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!","congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! c suprman v, matrix3, starwars3, etc all 4 free! bx420-ip4-5we. 150pm. dont miss out!","Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!","Congrats! <NUM> year special cinema pass for <NUM> is yours. call <NUM> now! C Suprman V, Matrix3, StarWars3, etc all <NUM> FREE! bx420-ip4-5we. 150pm. Dont miss out!","Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out","Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!","Congrats! 1 year special cinema pass 2 yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!","congrats! <NUM> year special cinema pass for <NUM> is yours. call <NUM> now! c suprman v, matrix3, starwars3, etc all <NUM> free! bx420-ip4-5we. 150pm. dont miss out"
ham,Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?,nothin comes to my mind. ü help me buy hanger lor. ur laptop not heavy?,Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?,Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?,Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy,Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?,Nothin comes my mind. Ü help me buy hanger lor. Ur laptop not heavy?,nothin comes to my mind. ü help me buy hanger lor. ur laptop not heavy
ham,"&lt;#&gt; , that's all? Guess that's easy enough","&lt;#&gt; , that's all? guess that's easy enough","&lt;#&gt; , that's all? Guess that's easy enough","&lt;#&gt; , that's all? Guess that's easy enough",lt;#&gt; that's all? Guess that's easy enough,"&lt;#&gt; , that's all? Guess that's easy enough","&lt;#&gt; , that's all? Guess that's easy enough",lt;#&gt; that's all? guess that's easy enough
ham,We can make a baby in yo tho,we can make a baby in yo tho,We can make a baby in yo tho,We can make a baby in yo tho,We can make a baby in yo tho,We can make a baby in yo tho,We can make baby yo tho,we can make a baby in yo tho
ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?,should i tell my friend not to come round til like  &lt;#&gt; ish?,Should I tell my friend not to come round til like  &lt;#&gt; ish?,Should I tell my friend not to come round til like  &lt;#&gt; ish?,Should I tell my friend not to come round til like  &lt;#&gt; ish,Should I tell my friend not to come round til like &lt;#&gt; ish?,Should I tell my friend not come round til like &lt;#&gt; ish?,should i tell my friend not to come round til like &lt;#&gt; ish
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,friendship poem: dear o dear u r not near but i can hear dont get fear live with cheer no more tear u r always my dear. gud ni8,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,friendship poem: dear o dear u r not near but i can hear dont get fear live with cheer no more tear u r always my dear. gud ni8
ham,Still in the area of the restaurant. Ill try to come back soon,still in the area of the restaurant. ill try to come back soon,Still in the area of the restaurant. Ill try to come back soon,Still in the area of the restaurant. Ill try to come back soon,Still in the area of the restaurant. Ill try to come back soon,Still in the area of the restaurant. Ill try to come back soon,Still area restaurant. Ill try come back soon,still in the area of the restaurant. ill try to come back soon
ham,"Aight that'll work, thanks","aight that'll work, thanks","Aight that'll work, thanks","Aight that'll work, thanks","Aight that'll work, thanks","Aight that'll work, thanks","Aight that'll work, thanks","aight that'll work, thanks"
spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,win a year supply of cds 4 a store of ur choice worth £500 & enter our £100 weekly draw txt music to 87066 ts&cs www.ldew.com.subs16+1win150ppmx3,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs <URL>,WIN a year supply of CDs <NUM> a store of ur choice worth £<NUM> & enter our £<NUM> Weekly draw txt MUSIC to <NUM> Ts&Cs www.Ldew.com.subs16+1win150ppmx3,WIN a year supply of CDs 4 a store of ur choice worth £500 enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,WIN year supply CDs 4 store ur choice worth £500 & enter our £100 Weekly draw txt MUSIC 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,win a year supply of cds <NUM> a store of ur choice worth £<NUM> enter our £<NUM> weekly draw txt music to <NUM> ts&cs <URL>
